-90	-180	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-175.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-171	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-166.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-162	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-157.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-153	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-148.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-144	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-139.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-135	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-130.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-126	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-121.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-117	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-112.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-108	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-103.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-99	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-94.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-90	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-85.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-81	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-76.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-72	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-67.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-63	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-58.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-54	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-49.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-45	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-40.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-36	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-31.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-27	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-22.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-18	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-13.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-9	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	-4.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	0	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	4.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	9	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	13.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	18	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	22.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	27	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	31.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	36	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	40.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	45	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	49.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	54	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	58.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	63	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	67.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	72	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	76.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	81	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	85.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	90	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
-90	94.5	0	0	-52987.649880638	52987.649880638	NaN	-1.5707963267949	52987.649880638
