18.62	72.87	38255.3286111111	290.412361111111	20393.2950694444
68.358	18.823	11263.294375	1862.25604166667	52149.7310416667
-65.25	295.73	19743.6245138889	5529.18819444444	-31781.59625
-23.761	133.883	30118.9534027778	2384.58236111111	-43746.8195833333
49.08	14.015	20408.2427777778	1476.49847222222	44384.1125694444
51.836	20.789	18910.509375	2155.44506944444	46753.6241666667
48.331	8.325	21000.8543055555	971.817013888889	43518.6867361111
40.3	116.2	27901.3505555555	-4109.26847222222	47580.7135416667
58.07	38.23	15149.7677083333	3423.75465277778	50605.4892361111
49.87	260.026	15215.7102083333	1349.58819444444	54525.181875
71.32	203.38	8896.94041666666	2040.05194444444	56567.4209722222
30.35	270.364	23897.8961111111	-534.365902777778	40619.165
69.123	254.969	5052.64118055555	515.949305555555	58112.670625
-12.187	96.834	34897.5794444445	-1267.20777777778	-32411.881875
48.025	2.26	21268.2468055556	374.163402777778	43038.3220138889
64.871	212.139	12071.0440972222	3662.32736111111	55060.7904166666
-35.314	149.363	23121.8496527778	5192.36506944444	-52948.4396527778
17.293	78.92	39453.1320138889	-510.580277777778	17435.07875
-66.28	110.53	-1183.91916666667	-8905.68013888889	-63455.5949305556
-20.09	146.264	31415.0494084899	4032.89979123174	-37523.0059151009
50.1	4.599	20166.6969444444	564.575138888889	44377.1902777778
41.65	14.467	24664.3958333333	1661.16944444445	39635.5722916667
40.957	0.333	25322.7520138889	348.545555555555	37632.163125
38.201	282.63	21211.125295344	-3948.03870743572	45969.9391938846
37.091	240.281	22610.7688194444	5106.93430555556	41905.7401388889
48.165	11.277	20993.3724305556	1266.93868055556	43689.143125
-0.695	73.154	38064.1070138889	-2720.95527777778	-12852.3754861111
44.63	20.77	22705.5086111111	1968.7925	42322.9565277777
-31.356	115.715	24154.4120138889	-695.753402777778	-52657.5475000001
28.321	343.559	27788.94125	-3297.26548611111	22532.5577083333
50.995	355.516	19815.59375	-487.183333333333	44458.9447916667
-25.883	27.707	12484.8007142857	-4183.22111111111	-24963.0322222222
-34.425	19.225	9607.83381944444	-4713.80986111111	-22995.4229166667
54.603	18.811	17482.3913888889	1693.54263888889	47405.9079861111
47.875	18.19	20998.7770833333	1814.17840277778	44071.7153472222
17.42	78.55	39586.7076388889	-409.411666666666	18254.3227777778
63.756	291.49	8624.75570236439	-3943.98365785814	56107.038038943
52.17	104.45	18339.3981944444	-1321.37520833333	57631.0836805556
40.5	29.72	25075.9852777778	2459.53270833333	40544.3786805555
70.356	211.201	8698.91	2596.03847222222	56590.5438194444
36.232	140.186	29794.6213194445	-4036.52819444445	35869.7329861111
-12.686	132.472	35457.0073611111	1754.70416666667	-29582.1705555556
-54.282	323.507	15328.2347916667	-1902.49354166667	-22927.075
-26.541	18.11	10625.2436805556	-3290.684375	-24317.2057638889
31.424	130.88	32523.3120833333	-3937.39270833333	33352.4999305555
5.21	307.269	26566.9083391244	-8649.15990271022	6534.03419041
-22.222	114.101	30377.579375	113.071805555556	-43262.775625
64.612	18.748	12954.2190277778	1788.10819444444	50824.9256944445
50.298	5.683	20026.5245376956	676.600853485064	44643.7573968705
-67.6	62.88	6637.38986111111	-17331.4757638889	-45610.433125
-54.5	158.95	10702.3098611111	6865.92604166667	-62729.0479166667
54.616	246.653	13676.0725	3502.19319444444	55141.9408333333
43.91	144.189	25860.9247916667	-4160.60298611111	42601.2480555556
52.072	12.675	18870.1088888889	1331.09680555556	45797.9760416666
60.508	24.655	14746.5366666667	2287.91493055556	50328.6270833333
54.85	83.23	15977.1826388889	2267.85125	57794.7747222222
45.403	284.448	18006.0613888889	-4293.21034722222	50757.7864583333
42.515	24.177	23724.5778472222	2052.34118055555	41095.6069444444
52.971	158.248	21521.2334722222	-2453.80798611111	47410.9972222222
-31.667	296.119	18525.1388888889	-1971.77284722222	-12926.003125
-51.704	302.107	17998.5182773109	816.756302521008	-21589.4149159664
74.69	265.105	2821.22527777778	-966.544930555556	57412.0472222222
-77.85	166.762	-10322.0827083333	5515.31354166666	-65094.6645833333
43.932	299.991	20099.8677777778	-6159.52722222222	45830.5981944445
36.667	354.055	27692.9833333333	-437.525625	33061.718125
-15.961	354.253	16010.8991666667	-3784.68444444445	-25849.75875
57.058	224.675	15003.9863888889	5020.09597222222	52959.0913888889
18.111	293.85	26371.2366666667	-6125.86166666667	24778.2969444444
60.542	29.716	14451.7724305556	2766.17111111111	50554.4159027778
39.547	355.651	26157.4124305556	-212.265486111111	35974.3100694444
22.792	5.53	33853.3555555556	317.115347222222	17125.3763194445
-37.067	347.684	9158.35347222222	-3520.93951388889	-22389.2311111111
77.47	290.77	3048.20131944444	-2836.9075	56138.8277083333
46.9	17.893	21518.1472222222	1798.21743055556	43480.7240972223
-19.202	17.584	14031.3800694444	-2157.92083333333	-25488.0103472222
32.174	249.266	23874.2234027778	3757.00986111111	40291.7461111111
59.903	17.353	15093.9140972222	1687.22493055555	49301.9484722222
48.517	236.583	18091.7558204769	5186.81718092567	49871.9136746143
-70.683	351.718	18066.2465972222	-4484.88340277778	-33255.1472222222
-22.4	316.35	16425.94375	-6916.26527777778	-14993.054375
47.928	15.862	21013.8304861111	1646.83388888889	43916.9282638889
53.725	9.053	18186.1922222222	1002.70715277778	46352.8448611111
